first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,state,age
Burt,Vasechkin,Male,33,1950-04-15,Retail,Mass Customer,Yes,VIC,70.0
Trudie,Phinnessy,Female,45,1960-07-04,Financial Services,Mass Customer,Yes,VIC,60.0
Frederigo,Cribbott,Male,35,1965-03-15,Health,Mass Customer,No,NSW,55.0
Darb,Eliet,Male,80,1969-06-04,Health,Affluent Customer,No,QLD,51.0
Cal,Van den Velde,Male,22,1996-03-18,Financial Services,Affluent Customer,Yes,VIC,24.0
Stephani,Sidsaff,Female,32,1973-09-29,Financial Services,Mass Customer,Yes,NSW,46.0
Meade,Bampton,Male,69,1982-04-25,Health,High Net Worth,No,NSW,38.0
Flore,Cashen,Female,79,1978-06-21,Health,High Net Worth,No,NSW,42.0
Leighton,Firbanks,Male,51,1973-12-22,Retail,Affluent Customer,No,QLD,46.0
Petr,Westman,Male,5,1987-11-02,Property,Mass Customer,No,QLD,32.0
Yorgos,Dewhurst,Male,6,1950-09-09,Argiculture,Affluent Customer,No,QLD,70.0
Simmonds,Bapty,Male,52,2002-01-04,Financial Services,Affluent Customer,No,NSW,18.0
Hagen,MacCarter,Male,93,1983-02-08,Entertainment,Affluent Customer,Yes,VIC,37.0
Cazzie,Stanwix,Male,37,1960-10-01,Manufacturing,High Net Worth,Yes,QLD,59.0
Geoff,Gwillym,Male,89,1999-02-22,Health,Affluent Customer,No,NSW,21.0
Simonette,Gwillym,Female,4,1990-04-06,Manufacturing,Affluent Customer,Yes,NSW,30.0
Deirdre,Sturgeon,Female,11,1965-12-22,Retail,Mass Customer,Yes,NSW,54.0
Juliann,Siemantel,Female,86,1947-12-15,Entertainment,Mass Customer,No,VIC,72.0
Janaye,Eade,Female,23,1984-12-13,Health,Affluent Customer,No,NSW,35.0
Dylan,Stranio,Male,47,1953-04-02,Manufacturing,High Net Worth,Yes,NSW,67.0
Mel,Rochford,Female,11,1989-07-23,Retail,Mass Customer,Yes,VIC,31.0
Elvin,Trayhorn,Male,46,1993-06-02,Financial Services,High Net Worth,No,NSW,27.0
Sonni,Milligan,Female,73,1988-03-05,Retail,Mass Customer,Yes,VIC,32.0
Kellina,Haygreen,Female,38,1966-01-19,Entertainment,Affluent Customer,No,NSW,54.0
Yuma,Dennick,Male,40,1972-11-10,Manufacturing,Mass Customer,Yes,NSW,47.0
Therese,Brotherhood,Female,30,1981-07-28,Health,Mass Customer,No,NSW,39.0
Pansie,Beccero,Female,35,1964-07-07,Financial Services,Affluent Customer,Yes,QLD,56.0
Reinaldos,Simmig,Male,55,1955-01-15,Manufacturing,High Net Worth,No,VIC,65.0
Calhoun,Mussington,Male,98,1992-10-13,Health,Mass Customer,No,NSW,27.0
Winn,Wells,Male,66,1994-04-12,Manufacturing,Affluent Customer,No,NSW,26.0
Rafi,Brettelle,Male,89,1956-08-12,Health,High Net Worth,No,NSW,64.0
Fey,Brettelle,Female,48,1957-09-04,Health,High Net Worth,Yes,VIC,63.0
Verne,Loalday,Male,1,1982-03-20,IT,High Net Worth,No,NSW,38.0
Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Services,Affluent Customer,No,QLD,40.0
Fayre,Brannigan,Female,32,1992-10-13,Manufacturing,Mass Customer,Yes,NSW,27.0
Eachelle,Noirel,Female,93,1974-01-26,Health,Affluent Customer,Yes,NSW,46.0
Carl,Troyes,Male,4,1973-03-12,Property,Mass Customer,No,VIC,47.0
Cordie,Brankley,Female,79,1954-09-21,Entertainment,High Net Worth,No,NSW,66.0
Jackie,Pays,Male,21,1955-11-09,Health,Mass Customer,No,NSW,64.0
Carroll,Schlagman,Female,61,1951-08-25,Health,Affluent Customer,No,NSW,69.0
Frans,Idale,Male,1,1969-10-03,Manufacturing,Mass Customer,No,QLD,50.0
Amara,Clow,Female,47,1966-11-17,Financial Services,Mass Customer,Yes,VIC,53.0
Anthony,Morison,Male,7,1938-06-08,Health,Mass Customer,No,NSW,82.0
Cherye,Stanfield,Female,0,1981-07-05,Manufacturing,Affluent Customer,No,NSW,39.0
Ansell,Tolhurst,Male,77,1949-08-11,Manufacturing,Affluent Customer,No,NSW,71.0
Erminie,Rabidge,Female,64,1982-03-09,Manufacturing,High Net Worth,No,NSW,38.0
Rosene,Beckey,Female,25,1974-05-21,Health,Mass Customer,Yes,NSW,46.0
Darlleen,Shalcras,Female,77,1980-09-14,Health,Mass Customer,No,NSW,40.0
Bryon,Goundry,Male,79,1951-02-05,Manufacturing,Mass Customer,No,QLD,69.0
Luci,Dyter,Female,12,1952-05-30,Manufacturing,High Net Worth,No,VIC,68.0
Sloan,Pudney,Male,83,1964-11-10,Financial Services,Affluent Customer,No,QLD,55.0
Otes,Elegood,Male,67,1940-11-25,Financial Services,High Net Worth,No,NSW,79.0
Davie,Blay,Male,94,1985-12-19,Financial Services,Mass Customer,No,NSW,34.0
Dorolice,Osmon,Female,46,1961-01-15,Financial Services,Affluent Customer,No,VIC,59.0
Meade,McReedy,Female,94,1968-11-23,Financial Services,Affluent Customer,Yes,NSW,51.0
Rikki,Chaffey,Male,69,1945-06-11,Manufacturing,Mass Customer,No,QLD,75.0
Adria,Van den Velde,Female,39,1978-07-10,Manufacturing,Affluent Customer,Yes,NSW,42.0
Dmitri,Van den Velde,Male,72,1991-02-06,Financial Services,High Net Worth,Yes,VIC,29.0
Rowen,Sollas,Male,38,1960-04-23,Health,Mass Customer,No,QLD,60.0
Boothe,Hayselden,Male,42,1940-05-18,Health,Mass Customer,Yes,NSW,80.0
Noak,Sleany,Male,1,1965-05-04,Financial Services,Affluent Customer,No,VIC,55.0
Callean,Wass,Male,65,1988-12-15,Financial Services,Affluent Customer,No,VIC,31.0
Keelby,Sudlow,Male,96,1988-09-01,Manufacturing,High Net Worth,No,VIC,32.0
Rodrique,Vernon,Male,70,1978-08-06,Manufacturing,Affluent Customer,No,VIC,42.0
Manny,Mandy,Male,36,1977-01-28,Argiculture,Mass Customer,No,QLD,43.0
Becky,Lassen,Female,11,1973-05-11,Financial Services,Mass Customer,Yes,NSW,47.0
Tessa,Heakey,Female,43,1971-05-31,Financial Services,Mass Customer,No,VIC,49.0
Renate,Whyte,Female,60,1963-12-08,Health,High Net Worth,Yes,NSW,56.0
Toma,Woolforde,Female,67,1992-03-09,Financial Services,Mass Customer,Yes,NSW,28.0
Dorie,Dunleavy,Female,24,1962-05-05,Health,Affluent Customer,No,VIC,58.0
Ellie,Toope,Female,29,1973-08-11,Property,High Net Worth,Yes,NSW,47.0
Leonora,Swetenham,Female,66,1967-10-05,IT,Mass Customer,Yes,NSW,52.0
Teodor,Mullinder,Male,56,1962-08-26,Manufacturing,High Net Worth,No,VIC,58.0
Jared,Fendlow,Male,79,1963-08-25,Financial Services,Mass Customer,No,QLD,57.0
Andy,Deeming,Male,79,1979-01-09,Manufacturing,Affluent Customer,Yes,QLD,41.0
Catha,Davitt,Female,79,1958-04-16,Property,High Net Worth,Yes,NSW,62.0
Melosa,McOwan,Female,25,2001-04-17,Financial Services,Mass Customer,No,NSW,19.0
Maris,Leete,Female,21,1973-04-14,Retail,Mass Customer,No,QLD,47.0
Wilburt,Padden,Male,22,1994-09-30,Manufacturing,Mass Customer,No,NSW,25.0
Guilbert,Bearns,Male,42,1982-10-29,Financial Services,Mass Customer,Yes,VIC,37.0
Meridith,Urwin,Female,62,1997-03-07,Health,High Net Worth,Yes,NSW,23.0
Leeland,Urwin,Male,66,1957-01-24,Telecommunications,High Net Worth,No,QLD,63.0
Gerta,Porrett,Female,46,1959-11-13,Health,High Net Worth,No,VIC,60.0
Karrah,Howell,Female,63,1956-11-07,Manufacturing,Mass Customer,No,NSW,63.0
Alick,Baise,Male,62,1998-08-16,Health,Mass Customer,Yes,NSW,22.0
Casandra,Betteridge,Female,29,1942-09-10,Financial Services,Affluent Customer,Yes,VIC,78.0
Maurine,Clee,Female,45,1980-09-13,Property,High Net Worth,Yes,NSW,40.0
Darwin,Bumpas,Male,24,1978-12-27,Health,Affluent Customer,Yes,VIC,41.0
Hayes,Daveren,Male,32,1953-03-27,Manufacturing,Affluent Customer,Yes,QLD,67.0
Piper,Issacov,Female,67,1939-11-08,Health,Affluent Customer,Yes,NSW,80.0
Markus,Pendrey,Male,88,1959-08-01,Health,Affluent Customer,Yes,NSW,61.0
Sile,Zappel,Female,47,1958-03-29,IT,High Net Worth,No,QLD,62.0
Craggy,Happel,Male,37,1979-02-10,Manufacturing,High Net Worth,Yes,VIC,41.0
Egor,Mariette,Male,42,1980-11-26,Financial Services,Affluent Customer,No,VIC,39.0
Reinald,Bembrigg,Male,54,1953-08-21,Financial Services,Affluent Customer,No,NSW,67.0
Kissie,Line,Female,2,2000-05-20,Manufacturing,Affluent Customer,Yes,NSW,20.0
Quentin,Gerleit,Female,32,1990-09-15,Manufacturing,Mass Customer,No,VIC,30.0
Karoly,Burgoine,Male,57,1947-04-06,Health,High Net Worth,Yes,VIC,73.0
Clarine,Piecha,Female,99,1964-12-07,Health,High Net Worth,No,QLD,55.0
Clemmie,Bartoszewicz,Female,87,1958-07-28,Financial Services,Mass Customer,No,VIC,62.0
Randall,Mason,Male,95,1974-07-28,Health,Mass Customer,Yes,NSW,46.0
Donica,Humby,Female,47,1967-06-01,Financial Services,Mass Customer,No,NSW,53.0
Lotty,Loach,Female,76,1961-08-23,Health,High Net Worth,Yes,NSW,59.0
Marie-jeanne,Breawood,Female,37,1953-10-12,Health,High Net Worth,No,NSW,66.0
Babara,Sissel,Female,50,1974-06-08,IT,Mass Customer,Yes,VIC,46.0
Rodolphe,Glenton,Male,88,1974-09-28,Financial Services,Affluent Customer,No,VIC,45.0
Thorvald,Duckerin,Male,58,1995-10-20,Manufacturing,Affluent Customer,Yes,VIC,24.0
Paulina,Iannuzzelli,Female,57,1956-03-08,Manufacturing,Mass Customer,No,NSW,64.0
Ricki,Padefield,Male,43,1948-08-03,Manufacturing,Affluent Customer,Yes,QLD,72.0
Lizette,McKeaveney,Female,30,1994-04-11,Health,High Net Worth,Yes,NSW,26.0
Jeno,Strafford,Male,67,1941-07-21,Financial Services,High Net Worth,No,QLD,79.0
Brigg,Himsworth,Male,63,1973-10-10,Telecommunications,Mass Customer,Yes,QLD,46.0
Raleigh,Pont,Male,48,1964-11-02,Entertainment,Mass Customer,No,VIC,55.0
Zachariah,Meininking,Male,40,1938-06-09,Financial Services,Affluent Customer,Yes,NSW,82.0
Lesley,Garey,Male,52,1994-03-29,Telecommunications,Mass Customer,No,NSW,26.0
Adriena,Giffin,Female,27,1957-03-17,Argiculture,Affluent Customer,Yes,NSW,63.0
Antoinette,Giffin,Female,72,1980-07-28,Financial Services,Affluent Customer,No,VIC,40.0
Carr,Hopkynson,Male,64,1971-10-18,Manufacturing,Affluent Customer,No,NSW,48.0
Shay,Briand,Male,57,1956-10-05,IT,Mass Customer,Yes,VIC,63.0
Karney,Burstow,Male,51,1972-07-02,Property,Mass Customer,Yes,NSW,48.0
Latrena,Yetts,Female,11,1999-06-18,Manufacturing,High Net Worth,Yes,NSW,21.0
Kelcie,Kingaby,Female,54,2000-03-24,IT,Mass Customer,Yes,QLD,20.0
Fabio,Commuzzo,Male,5,1961-10-02,Manufacturing,Mass Customer,No,VIC,58.0
Heall,Andrioli,Male,46,1941-06-17,IT,Affluent Customer,Yes,QLD,79.0
Rickert,Brasted,Male,47,1959-09-18,Health,Mass Customer,No,NSW,61.0
Hedwig,Jayme,Female,38,1952-08-21,Property,Affluent Customer,No,NSW,68.0
Penrod,Tomasicchio,Male,5,1968-05-28,Health,High Net Worth,No,NSW,52.0
Andriana,Gosnoll,Female,53,1964-05-19,Manufacturing,Mass Customer,No,NSW,56.0
Nilson,Wiggam,Male,48,1996-02-15,Financial Services,Mass Customer,No,VIC,24.0
Denny,Spleving,Female,84,1973-05-13,Manufacturing,Affluent Customer,Yes,NSW,47.0
Olia,O' Mullan,Female,77,1973-03-24,Health,Mass Customer,No,NSW,47.0
Shaw,MacEvilly,Male,10,2000-05-06,Health,Affluent Customer,No,NSW,20.0
Brook,Eade,Female,65,1957-11-17,Retail,Mass Customer,Yes,NSW,62.0
Aleece,Feige,Female,49,1975-09-16,Manufacturing,Mass Customer,No,NSW,45.0
Dolorita,Strutton,Female,7,1991-05-21,Manufacturing,Affluent Customer,No,VIC,29.0
Harman,A'field,Male,39,1960-12-27,Manufacturing,Affluent Customer,Yes,QLD,59.0
Ilise,Clissold,Female,58,1987-11-16,Entertainment,High Net Worth,No,NSW,32.0
Julita,Prene,Female,14,1979-05-16,Manufacturing,High Net Worth,Yes,QLD,41.0
Ashlen,Willbond,Female,64,1984-05-15,Health,High Net Worth,No,VIC,36.0
Keely,Bointon,Female,71,1988-10-16,Telecommunications,High Net Worth,No,QLD,31.0
Poul,Gaskin,Male,78,1950-06-15,Telecommunications,High Net Worth,No,NSW,70.0
Rubia,Evetts,Female,59,1990-12-21,Health,Mass Customer,No,NSW,29.0
Francklin,Cross,Male,51,1981-04-06,Property,Mass Customer,Yes,NSW,39.0
Wilone,Champley,Female,22,1983-11-06,Manufacturing,High Net Worth,No,NSW,36.0
Lezlie,Clemits,Female,2,1973-05-30,Financial Services,Mass Customer,Yes,NSW,47.0
Kathe,Oller,Female,47,1959-08-20,Manufacturing,Mass Customer,Yes,VIC,61.0
Dulce,Bradwell,Female,61,1957-07-03,Manufacturing,Mass Customer,No,QLD,63.0
Felice,Dechelette,Male,75,1998-02-05,Entertainment,High Net Worth,No,QLD,22.0
Joane,Caldes,Female,84,1978-03-17,Financial Services,High Net Worth,Yes,NSW,42.0
Diane,Furman,Female,67,1993-08-11,Manufacturing,Affluent Customer,Yes,VIC,27.0
Ogdan,Blenkinship,Male,65,1951-01-18,Health,Mass Customer,Yes,VIC,69.0
Kizzee,Agget,Female,98,1976-07-25,Manufacturing,Affluent Customer,No,NSW,44.0
Stephi,Highton,Female,30,1987-09-09,Telecommunications,Mass Customer,Yes,NSW,33.0
Martino,Scoles,Male,18,1975-01-19,Financial Services,Mass Customer,No,VIC,45.0
Morgen,Newport,Female,5,1960-08-31,Manufacturing,Mass Customer,No,VIC,60.0
Eugenie,Brinson,Female,79,1963-08-10,Entertainment,Mass Customer,Yes,VIC,57.0
Reinold,Natt,Male,16,1964-08-23,Financial Services,High Net Worth,Yes,VIC,56.0
Jo,Roberts,Female,41,1945-10-31,Financial Services,High Net Worth,Yes,NSW,74.0
Jacklin,Duchant,Female,77,1940-03-18,Argiculture,Mass Customer,No,QLD,80.0
Colas,Gabbitas,Male,98,1946-09-09,Retail,High Net Worth,No,NSW,74.0
Claudetta,Ricciardiello,Female,61,1974-04-30,Financial Services,Mass Customer,Yes,VIC,46.0
Cicily,Hast,Female,63,1971-04-26,Health,Affluent Customer,Yes,NSW,49.0
Harland,Messenger,Male,90,1974-05-28,Retail,Mass Customer,No,VIC,46.0
Sim,Constantinou,Male,91,1992-08-09,Property,Mass Customer,No,NSW,28.0
Shanon,Rolfe,Female,63,1941-08-19,Retail,High Net Worth,No,NSW,79.0
Chryste,Oddboy,Female,44,1988-08-22,Manufacturing,High Net Worth,Yes,NSW,32.0
Edin,Patinkin,Female,35,1992-03-26,Health,Mass Customer,No,VIC,28.0
Nolly,Ivanchikov,Male,13,1994-02-10,Manufacturing,High Net Worth,Yes,NSW,26.0
Michele,Pammenter,Male,23,1983-06-26,Health,High Net Worth,No,VIC,37.0
Philbert,Bangs,Male,67,1966-03-03,IT,Mass Customer,Yes,QLD,54.0
Candy,Bangs,Female,23,1977-12-08,Financial Services,Mass Customer,No,VIC,42.0
Noami,Cokly,Female,74,1962-09-17,Manufacturing,Mass Customer,Yes,NSW,58.0
Maximilien,Bourget,Male,12,1969-04-29,Financial Services,Mass Customer,Yes,VIC,51.0
Benedikta,Naptin,Female,59,1995-08-13,Retail,Mass Customer,Yes,NSW,25.0
Afton,Andrassy,Female,78,1998-10-14,Retail,Mass Customer,No,VIC,21.0
Sonia,Dunstall,Female,0,1975-07-30,Financial Services,Mass Customer,No,NSW,45.0
Benedikt,Adamou,Male,15,1987-01-15,Health,Mass Customer,No,VIC,33.0
Don,Spratling,Male,82,1969-01-05,Property,Affluent Customer,Yes,NSW,51.0
Moll,Ogilby,Female,25,1980-12-19,Manufacturing,Mass Customer,Yes,QLD,39.0
Jammie,Seldner,Female,42,1975-02-25,Health,Mass Customer,Yes,NSW,45.0
Inglis,Pickaver,Male,33,1994-06-25,Telecommunications,Affluent Customer,No,NSW,26.0
Clarabelle,Broschek,Female,6,1963-08-25,Manufacturing,Mass Customer,No,QLD,57.0
Tillie,Bisseker,Female,74,1960-08-10,Manufacturing,High Net Worth,No,NSW,60.0
Irving,Babcock,Male,60,1986-01-17,Health,High Net Worth,Yes,NSW,34.0
Evered,Gludor,Male,3,1951-04-30,Manufacturing,High Net Worth,Yes,NSW,69.0
Mavra,Finan,Female,30,1967-08-23,Property,Affluent Customer,Yes,NSW,53.0
Ellwood,Budden,Male,82,1998-06-03,Health,Mass Customer,Yes,NSW,22.0
Alex,Patshull,Female,37,1966-01-02,Retail,Mass Customer,Yes,QLD,54.0
Aundrea,Outridge,Female,77,2001-01-24,Financial Services,Affluent Customer,Yes,VIC,19.0
Esme,Pilipets,Male,15,1967-05-06,Health,Mass Customer,Yes,VIC,53.0
Beverly,Domnick,Female,56,1938-12-10,IT,Mass Customer,No,NSW,81.0
Artemis,Swanson,Male,77,1977-02-12,Argiculture,Mass Customer,Yes,VIC,43.0
Daryle,Marginson,Male,93,1986-06-27,Argiculture,Mass Customer,Yes,NSW,34.0
Leona,Shorrock,Female,83,1951-08-23,Financial Services,Affluent Customer,Yes,QLD,69.0
Bertrando,Carass,Male,45,1956-06-25,Property,Mass Customer,No,NSW,64.0
Lauralee,Fudge,Female,83,1987-09-21,Health,Mass Customer,No,VIC,33.0
Consalve,Ballay,Male,41,1959-09-18,IT,Mass Customer,Yes,NSW,61.0
Lolly,Prewer,Female,44,1997-10-23,Health,Mass Customer,No,NSW,22.0
Vyky,Pegg,Female,64,1943-03-15,Manufacturing,Mass Customer,Yes,NSW,77.0
Kellen,Pawelski,Female,83,1945-07-26,Manufacturing,High Net Worth,Yes,NSW,75.0
Jermaine,Bagshawe,Female,60,1954-05-14,Property,Mass Customer,Yes,QLD,66.0
Bryan,Jachtym,Male,59,1974-05-15,Manufacturing,Mass Customer,Yes,VIC,46.0
Renie,Laundon,Female,32,1973-12-18,Entertainment,Mass Customer,Yes,QLD,46.0
Weidar,Etheridge,Male,38,1959-07-13,Financial Services,Mass Customer,Yes,NSW,61.0
Datha,Fishburn,Female,15,1990-07-02,Retail,Mass Customer,No,VIC,30.0
Ferdinand,Romanetti,Male,60,1959-10-07,Financial Services,Affluent Customer,No,NSW,60.0
Burk,Wortley,Male,22,2001-10-17,Health,Mass Customer,No,NSW,18.0
Melloney,Temby,Female,17,1954-10-05,Financial Services,Affluent Customer,Yes,QLD,65.0
Dickie,Cubbini,Male,30,1952-12-17,Financial Services,Mass Customer,Yes,QLD,67.0
Sylas,Duffill,Male,56,1955-10-02,Property,Mass Customer,Yes,NSW,64.0
